language,serieId,setId,setName,cardNumber,cardId,cardName,reason
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),12,tk-xy-sy-12,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),16,tk-xy-sy-16,Furfrou,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),22,tk-xy-sy-22,Furfrou,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),17,tk-xy-sy-17,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),23,tk-xy-sy-23,Pokémon Catcher,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),27,tk-xy-sy-27,Snubbull,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),13,tk-xy-sy-13,Eevee,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),18,tk-xy-sy-18,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),1,tk-xy-sy-1,Fletchling,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),28,tk-xy-sy-28,Professor’s Letter,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),5,tk-xy-sy-5,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),29,tk-xy-sy-29,Granbull,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),4,tk-xy-sy-4,Switch,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),19,tk-xy-sy-19,Fletchling,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),7,tk-xy-sy-7,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),3,tk-xy-sy-3,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),2,tk-xy-sy-2,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),6,tk-xy-sy-6,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),14,tk-xy-sy-14,Granbull,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),20,tk-xy-sy-20,Potion,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),30,tk-xy-sy-30,Sylveon,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),24,tk-xy-sy-24,Potion,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),10,tk-xy-sy-10,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),9,tk-xy-sy-9,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),25,tk-xy-sy-25,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),11,tk-xy-sy-11,Snubbull,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),8,tk-xy-sy-8,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),15,tk-xy-sy-15,Sylveon,SERIE_MISSING
en,tk,tk-xy-sy,XY trainer Kit (Sylveon),21,tk-xy-sy-21,Eevee,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),26,tk-xy-b-26,Slakoth,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),12,tk-xy-b-12,Bidoof,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),16,tk-xy-b-16,Bisharp,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),22,tk-xy-b-22,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),17,tk-xy-b-17,Patrat,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),23,tk-xy-b-23,Doublade,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),27,tk-xy-b-27,Honedge,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),13,tk-xy-b-13,Pawniard,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),18,tk-xy-b-18,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),1,tk-xy-b-1,Fletchling,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),28,tk-xy-b-28,Vigoroth,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),5,tk-xy-b-5,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),29,tk-xy-b-29,Potion,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),4,tk-xy-b-4,Vigoroth,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),19,tk-xy-b-19,Tierno,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),7,tk-xy-b-7,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),3,tk-xy-b-3,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),2,tk-xy-b-2,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),6,tk-xy-b-6,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),14,tk-xy-b-14,Doublade,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),20,tk-xy-b-20,Trevor,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),30,tk-xy-b-30,Bisharp,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),24,tk-xy-b-24,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),10,tk-xy-b-10,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),9,tk-xy-b-9,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),25,tk-xy-b-25,Potion,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),11,tk-xy-b-11,Honedge,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),8,tk-xy-b-8,Metal Energy,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),15,tk-xy-b-15,Slakoth,SERIE_MISSING
en,tk,tk-xy-b,XY trainer Kit (Bisharp),21,tk-xy-b-21,Pawniard,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),26,tk-xy-w-26,Tierno,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),12,tk-xy-w-12,Jigglypuff,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),16,tk-xy-w-16,Clefable,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),22,tk-xy-w-22,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),17,tk-xy-w-17,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),23,tk-xy-w-23,Pidgeotto,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),27,tk-xy-w-27,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),13,tk-xy-w-13,Clefairy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),18,tk-xy-w-18,Swirlix,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),1,tk-xy-w-1,Swirlix,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),28,tk-xy-w-28,Clefable,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),5,tk-xy-w-5,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),29,tk-xy-w-29,Pidgey,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),4,tk-xy-w-4,Sentret,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),19,tk-xy-w-19,Clefairy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),7,tk-xy-w-7,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),3,tk-xy-w-3,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),2,tk-xy-w-2,Pidgeotto,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),6,tk-xy-w-6,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),14,tk-xy-w-14,Wigglytuff,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),20,tk-xy-w-20,Potion,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),30,tk-xy-w-30,Wigglytuff,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),24,tk-xy-w-24,Trevor,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),10,tk-xy-w-10,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),9,tk-xy-w-9,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),25,tk-xy-w-25,Jigglypuff,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),11,tk-xy-w-11,Pidgey,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),8,tk-xy-w-8,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),15,tk-xy-w-15,Potion,SERIE_MISSING
en,tk,tk-xy-w,XY trainer Kit (Wigglytuff),21,tk-xy-w-21,Fairy Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),26,tk-xy-latia-26,Tangela,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),12,tk-xy-latia-12,Tangrowth,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),16,tk-xy-latia-16,Surskit,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),22,tk-xy-latia-22,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),17,tk-xy-latia-17,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),23,tk-xy-latia-23,Lotad,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),27,tk-xy-latia-27,Grovyle,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),13,tk-xy-latia-13,Tangela,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),18,tk-xy-latia-18,Grovyle,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),1,tk-xy-latia-1,Grass Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),28,tk-xy-latia-28,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),5,tk-xy-latia-5,Grass Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),29,tk-xy-latia-29,Acro Bike,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),4,tk-xy-latia-4,Fletchling,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),19,tk-xy-latia-19,Grass Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),7,tk-xy-latia-7,Treecko,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),3,tk-xy-latia-3,Grass Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),2,tk-xy-latia-2,Grass Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),6,tk-xy-latia-6,Lombre,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),14,tk-xy-latia-14,Latias,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),20,tk-xy-latia-20,Acro Bike,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),30,tk-xy-latia-30,Latias,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),24,tk-xy-latia-24,Treecko,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),10,tk-xy-latia-10,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),9,tk-xy-latia-9,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),25,tk-xy-latia-25,Tangrowth,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),11,tk-xy-latia-11,Lotad,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),8,tk-xy-latia-8,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),15,tk-xy-latia-15,Potion,SERIE_MISSING
en,tk,tk-xy-latia,XY trainer Kit (Latias),21,tk-xy-latia-21,Lombre,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),26,tk-xy-latio-26,Solrock,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),12,tk-xy-latio-12,Solrock,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),16,tk-xy-latio-16,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),22,tk-xy-latio-22,Machoke,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),17,tk-xy-latio-17,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),23,tk-xy-latio-23,Rhyhorn,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),27,tk-xy-latio-27,Skitty,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),13,tk-xy-latio-13,Latios,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),18,tk-xy-latio-18,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),1,tk-xy-latio-1,Skitty,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),28,tk-xy-latio-28,Machop,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),5,tk-xy-latio-5,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),29,tk-xy-latio-29,Psychic Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),4,tk-xy-latio-4,Rhydon,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),19,tk-xy-latio-19,Delcatty,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),7,tk-xy-latio-7,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),3,tk-xy-latio-3,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),2,tk-xy-latio-2,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),6,tk-xy-latio-6,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),14,tk-xy-latio-14,Machoke,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),20,tk-xy-latio-20,Acro Bike,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),30,tk-xy-latio-30,Latios,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),24,tk-xy-latio-24,Delcatty,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),10,tk-xy-latio-10,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),9,tk-xy-latio-9,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),25,tk-xy-latio-25,Rhydon,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),11,tk-xy-latio-11,Machop,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),8,tk-xy-latio-8,Fighting Energy,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),15,tk-xy-latio-15,Rhyhorn,SERIE_MISSING
en,tk,tk-xy-latio,XY trainer Kit (Latios),21,tk-xy-latio-21,Potion,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),26,tk-xy-p-26,Blitzle,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),12,tk-xy-p-12,Blitzle,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),16,tk-xy-p-16,Fletchling,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),22,tk-xy-p-22,Manectric,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),17,tk-xy-p-17,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),23,tk-xy-p-23,Electabuzz,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),27,tk-xy-p-27,Glameow,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),13,tk-xy-p-13,Manectric,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),18,tk-xy-p-18,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),1,tk-xy-p-1,Glameow,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),28,tk-xy-p-28,Electrike,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),5,tk-xy-p-5,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),29,tk-xy-p-29,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),4,tk-xy-p-4,Electivire,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),19,tk-xy-p-19,Purugly,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),7,tk-xy-p-7,Taillow,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),3,tk-xy-p-3,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),2,tk-xy-p-2,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),6,tk-xy-p-6,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),14,tk-xy-p-14,Pikachu Libre,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),20,tk-xy-p-20,Tierno,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),30,tk-xy-p-30,Pikachu Libre,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),24,tk-xy-p-24,Purugly,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),10,tk-xy-p-10,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),9,tk-xy-p-9,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),25,tk-xy-p-25,Electivire,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),11,tk-xy-p-11,Electrike,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),8,tk-xy-p-8,Lightning Energy,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),15,tk-xy-p-15,Electabuzz,SERIE_MISSING
en,tk,tk-xy-p,XY trainer Kit (Pikachu Libre),21,tk-xy-p-21,Potion,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),26,tk-xy-su-26,Goldeen,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),12,tk-xy-su-12,Seaking,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),16,tk-xy-su-16,Piplup,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),22,tk-xy-su-22,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),17,tk-xy-su-17,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),23,tk-xy-su-23,Froakie,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),27,tk-xy-su-27,Swanna,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),13,tk-xy-su-13,Goldeen,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),18,tk-xy-su-18,Swanna,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),1,tk-xy-su-1,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),28,tk-xy-su-28,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),5,tk-xy-su-5,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),29,tk-xy-su-29,Tierno,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),4,tk-xy-su-4,Eevee,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),19,tk-xy-su-19,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),7,tk-xy-su-7,Ducklett,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),3,tk-xy-su-3,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),2,tk-xy-su-2,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),6,tk-xy-su-6,Frogadier,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),14,tk-xy-su-14,Suicune,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),20,tk-xy-su-20,Tierno,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),30,tk-xy-su-30,Suicune,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),24,tk-xy-su-24,Ducklett,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),10,tk-xy-su-10,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),9,tk-xy-su-9,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),25,tk-xy-su-25,Seaking,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),11,tk-xy-su-11,Froakie,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),8,tk-xy-su-8,Water Energy,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),15,tk-xy-su-15,Potion,SERIE_MISSING
en,tk,tk-xy-su,XY trainer Kit (Suicune),21,tk-xy-su-21,Frogadier,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),12,tk-sm-l-12,Yungoos,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),16,tk-sm-l-16,Lycanroc,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),22,tk-sm-l-22,Toucannon,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),23,tk-sm-l-23,Hau,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),27,tk-sm-l-27,Big Malasada,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),13,tk-sm-l-13,Fletchinder,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),18,tk-sm-l-18,Makuhita,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),1,tk-sm-l-1,Caterpie,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),5,tk-sm-l-5,Fighting Energy,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),29,tk-sm-l-29,Rockruff,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),4,tk-sm-l-4,Trumbeak,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),19,tk-sm-l-19,Hau,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),14,tk-sm-l-14,Rockruff,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),30,tk-sm-l-30,Lycanroc,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),25,tk-sm-l-25,Great Ball,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),11,tk-sm-l-11,Fletchling,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),15,tk-sm-l-15,Pikipek,SERIE_MISSING
en,tk,tk-sm-l,SM trainer Kit (Lycanroc),21,tk-sm-l-21,Great Ball,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),26,tk-sm-r-26,Togedemaru,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),16,tk-sm-r-16,Grubbin,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),22,tk-sm-r-22,Drowzee,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),17,tk-sm-r-17,Alolan Raichu,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),23,tk-sm-r-23,Hau,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),13,tk-sm-r-13,Spearow,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),18,tk-sm-r-18,Bewear,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),29,tk-sm-r-29,Pikachu,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),4,tk-sm-r-4,Stufful,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),19,tk-sm-r-19,Hau,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),2,tk-sm-r-2,Lightning Energy,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),6,tk-sm-r-6,Golbat,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),14,tk-sm-r-14,Pikachu,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),20,tk-sm-r-20,Psychic Energy,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),30,tk-sm-r-30,Alolan Raichu,SERIE_MISSING
en,tk,tk-sm-r,SM trainer Kit (Alolan Raichu),25,tk-sm-r-25,Great Ball,SERIE_MISSING
